,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
82,2024-03-23,FRONTUSDT_-7474.590521640123,OMUSDT_-5222.362898933457,WIFUSDT_-2787.549815339901,RNDRUSDT_-2219.5166765089657,SOLUSDT_-1879.8048030229709,NEARUSDT_-1801.7211096150654,AVAXUSDT_-1490.7950924808238,1000BONKUSDT_-1481.5044795149054,FETUSDT_-1337.8903994674988,DOTUSDT_-1264.1275501150806,WLDUSDT_-920.4267489902327,GALAUSDT_-763.3550752464514,ARBUSDT_-703.9982419045115,BIGTIMEUSDT_-602.1300558160997,BTCUSDT_-543.49101907006,ADAUSDT_-534.0876243178768,MATICUSDT_-319.0825129854159,ETCUSDT_-169.9552399752569,ETHUSDT_-106.67024198414619,BEAMXUSDT_-34.737289127140436,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0,ETHFIUSDT_0,ENAUSDT_0.0,OMNIUSDT_0.0,WUSDT_0.0,ENJUSDT_224.35244817463527,ORDIUSDT_379.1821157525597,LINKUSDT_434.8646130529716,AEVOUSDT_485.1628677285355,OPUSDT_507.34053254056494,1000SHIBUSDT_522.00411686788,STGUSDT_590.9225161591421,ALICEUSDT_595.3772727993837,ENSUSDT_657.7991144743778,TIAUSDT_669.7367742166298,XRPUSDT_794.5512497957515,FILUSDT_827.7480624167565,UNIUSDT_904.2556083779762,BNBUSDT_1041.0293549918645,PEOPLEUSDT_1180.1573076358334,HIGHUSDT_1268.0199577472615,AUCTIONUSDT_1410.7019951057396,1000PEPEUSDT_1473.2448648320806,ARUSDT_1495.9130325084031,1000SATSUSDT_1853.3953357583564,BCHUSDT_2292.2771273295907,DOGEUSDT_3277.81029219912,LDOUSDT_3705.1517705528604,1000FLOKIUSDT_4436.885421509519,JASMYUSDT_5790.298715338071,FTMUSDT_5871.352858719965,ONDOUSDT_11961.709857637385
83,2024-03-24,OMUSDT_-5265.112461397446,FRONTUSDT_-3824.1537250856086,SOLUSDT_-1377.5044914357177,WIFUSDT_-1312.4560024766326,TIAUSDT_-1233.056239146356,RNDRUSDT_-1232.8027710349754,FETUSDT_-1220.485328247715,ARBUSDT_-1178.9383249635566,AVAXUSDT_-712.870977176103,DOTUSDT_-659.1458064679836,1000BONKUSDT_-642.5775903685919,ETHUSDT_-446.93336869029076,BEAMXUSDT_-445.3094930737274,BTCUSDT_-404.92433301013034,BIGTIMEUSDT_-118.38903535616629,NEARUSDT_-30.261708837599983,1000PEPEUSDT_-6.494916359266777,BBUSDT_0.0,NOTUSDT_0.0,ETHFIUSDT_0,ENAUSDT_0.0,OMNIUSDT_0.0,WUSDT_0.0,MATICUSDT_46.05870448628569,ENJUSDT_119.84843338477413,ADAUSDT_123.18593969984694,FILUSDT_343.48475473555726,ORDIUSDT_368.45029145940316,OPUSDT_372.9942192270281,STGUSDT_479.8655493656634,XRPUSDT_557.4741547266289,LINKUSDT_583.6545564790688,UNIUSDT_626.1080952106244,AEVOUSDT_673.2758520898739,ETCUSDT_707.156087993708,BNBUSDT_777.0039638115543,ALICEUSDT_889.3135133986874,1000SATSUSDT_1014.2125468678445,1000SHIBUSDT_1185.5960704638392,AUCTIONUSDT_1195.7210366819918,ENSUSDT_1335.6325284350169,HIGHUSDT_1388.1667321845428,PEOPLEUSDT_1436.8399274458486,WLDUSDT_1819.351705438196,FTMUSDT_2078.5719463211403,ARUSDT_2704.0322402516276,GALAUSDT_2897.0541363441816,JASMYUSDT_2951.8129184893587,LDOUSDT_3648.181678794736,1000FLOKIUSDT_4104.683611349195,DOGEUSDT_4517.2849876563305,BCHUSDT_4572.933010081257,BOMEUSDT_5280.8438757971935,ONDOUSDT_5812.921230107712
84,2024-03-25,OMUSDT_-3995.1766749247504,FRONTUSDT_-1954.76037889493,TIAUSDT_-1586.7595662764538,FETUSDT_-716.0942440693325,RNDRUSDT_-712.5841675756204,1000PEPEUSDT_-519.3330700826091,FTMUSDT_-448.3456727422017,BIGTIMEUSDT_-435.7386195896021,AVAXUSDT_-330.07651213565384,ARBUSDT_-326.30524097250947,SOLUSDT_-249.5296600566462,ETHUSDT_-130.94482787837285,BBUSDT_0.0,NOTUSDT_0.0,ETHFIUSDT_0,ENAUSDT_0.0,OMNIUSDT_0.0,WUSDT_0.0,ENJUSDT_25.527004538832752,FILUSDT_123.06045778415161,ORDIUSDT_143.7150711913895,STGUSDT_151.93672781927188,AEVOUSDT_195.71165226061197,1000SATSUSDT_223.36961863692972,DOTUSDT_245.75485001271633,BTCUSDT_312.0460839273023,LINKUSDT_451.98820505404797,UNIUSDT_496.4289275808724,MATICUSDT_531.9314131692972,1000BONKUSDT_535.1456402942295,NEARUSDT_560.6904573613159,BNBUSDT_647.3072137815743,ADAUSDT_700.4806307520489,BEAMXUSDT_767.6642432856728,XRPUSDT_772.1004687492922,ALICEUSDT_814.8469978182985,BOMEUSDT_1045.9577122306218,PEOPLEUSDT_1080.740075907964,JASMYUSDT_1092.6046176322259,AUCTIONUSDT_1158.0149367999124,WLDUSDT_1166.9695874024894,HIGHUSDT_1176.2635273065923,1000SHIBUSDT_1364.3537335019953,ETCUSDT_1657.2873483526148,ARUSDT_1770.772488801333,OPUSDT_1856.888481663462,ENSUSDT_1990.7547150415749,WIFUSDT_2066.598466735487,1000FLOKIUSDT_2250.757596622892,GALAUSDT_2977.626910336108,LDOUSDT_4389.966825690305,BCHUSDT_4744.817187781331,DOGEUSDT_4872.75262163287,ONDOUSDT_5928.879039214433
85,2024-03-26,FRONTUSDT_-233.9727099299384,BBUSDT_0.0,NOTUSDT_0.0,ETHFIUSDT_0,ENAUSDT_0.0,OMNIUSDT_0.0,WUSDT_0.0,TIAUSDT_183.97862732149795,BOMEUSDT_562.6881718710653,RNDRUSDT_672.2213830938109,AEVOUSDT_686.6517067387872,STGUSDT_803.4608275890326,BIGTIMEUSDT_874.4468462470189,JASMYUSDT_967.8644324969077,XRPUSDT_1108.5438062146484,ENJUSDT_1184.0798556038242,FTMUSDT_1245.4189936872622,ARBUSDT_1302.6396746435903,1000SATSUSDT_1362.1400186666276,ETHUSDT_1406.983971521644,ADAUSDT_1450.407982853866,UNIUSDT_1522.7206909985944,ORDIUSDT_1590.893741823195,WLDUSDT_1603.2918939106492,FETUSDT_1635.1193439933093,LINKUSDT_1662.9546479462554,MATICUSDT_1694.203029230509,1000PEPEUSDT_1694.89766420006,1000SHIBUSDT_1756.3773193946868,AUCTIONUSDT_1758.2199546178754,FILUSDT_1780.8459500665679,DOTUSDT_1788.082505777943,BNBUSDT_1789.337945108331,AVAXUSDT_1858.228050519676,ALICEUSDT_1871.903966870395,HIGHUSDT_1912.3224356551611,BTCUSDT_1976.7172609011363,ETCUSDT_2024.5741509476882,1000FLOKIUSDT_2084.9234924865873,SOLUSDT_2255.2204183702192,ENSUSDT_2448.214669300722,BEAMXUSDT_2450.6286661882655,PEOPLEUSDT_2613.1194660347974,1000BONKUSDT_2883.914006087349,OMUSDT_2946.281059655456,OPUSDT_3372.393450747702,DOGEUSDT_3753.5621543859693,NEARUSDT_3967.9917089909404,BCHUSDT_4458.8624811575055,ARUSDT_4652.299485922972,GALAUSDT_4812.628380597101,LDOUSDT_5325.223758254448,WIFUSDT_6073.7322959174035,ONDOUSDT_8643.438242619011
86,2024-03-27,BBUSDT_0.0,NOTUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,WUSDT_0.0,BOMEUSDT_86.77567691924712,FTMUSDT_475.36839239248576,FRONTUSDT_658.6428770971864,XRPUSDT_715.0198657679333,TIAUSDT_866.6218677958725,AEVOUSDT_924.0363344460588,STGUSDT_1171.7142674756176,RNDRUSDT_1232.2222946491745,BNBUSDT_1385.7621226213325,ARBUSDT_1478.0619151228027,1000SATSUSDT_1498.1703155384982,AVAXUSDT_1525.7417570330292,ADAUSDT_1756.382279837392,1000FLOKIUSDT_1814.0383566020976,ENSUSDT_1814.5759776248797,MATICUSDT_1867.6174711235515,ORDIUSDT_1885.4430667903475,ENJUSDT_1925.2412354495787,ETHUSDT_1986.2049774629245,ETCUSDT_2034.8961731919562,DOTUSDT_2163.334642674372,UNIUSDT_2175.6796608348263,WLDUSDT_2235.2138765797536,PEOPLEUSDT_2354.824889094236,FILUSDT_2362.4784443604376,AUCTIONUSDT_2389.5374113667526,BCHUSDT_2403.6351969228504,JASMYUSDT_2464.806338246583,BTCUSDT_2470.5148190614073,1000PEPEUSDT_2531.071952085746,ALICEUSDT_2576.702205906296,SOLUSDT_2626.1670059945695,DOGEUSDT_2915.06095945614,LINKUSDT_2919.711245328547,1000SHIBUSDT_2982.927352866209,LDOUSDT_3088.9189824193086,HIGHUSDT_3165.9584244018347,OPUSDT_3312.9200977910054,BIGTIMEUSDT_3377.2852763391597,GALAUSDT_4274.111920517304,BEAMXUSDT_4310.8187233810295,ARUSDT_4508.31890688008,FETUSDT_4635.326698487693,1000BONKUSDT_5003.509504613952,NEARUSDT_5076.184873823459,ONDOUSDT_5640.008902156156,ETHFIUSDT_7712.613267004121,WIFUSDT_9428.40638924033,OMUSDT_9444.582060875424
87,2024-03-28,BOMEUSDT_-2536.7248452678505,FTMUSDT_-1757.612317014508,1000FLOKIUSDT_-757.9452770184314,XRPUSDT_-633.3655731515217,AVAXUSDT_-605.0795849998726,FRONTUSDT_-363.04219304500054,ORDIUSDT_-341.1489648049352,PEOPLEUSDT_-302.72219773826777,STGUSDT_-203.244088698324,1000SATSUSDT_-100.61601672618947,ENJUSDT_-23.12765994832142,BBUSDT_0.0,NOTUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,WUSDT_0.0,LDOUSDT_15.773344180488433,ENSUSDT_46.9353969166627,ARBUSDT_144.5596226826891,BNBUSDT_254.24896067035496,TIAUSDT_375.73250242571316,ADAUSDT_376.278236712521,1000PEPEUSDT_383.3288833122832,MATICUSDT_471.2177688117827,WLDUSDT_545.3669589013043,DOTUSDT_566.5378669862749,ETCUSDT_574.6508611035143,RNDRUSDT_641.5666513969322,JASMYUSDT_742.9225217977619,SOLUSDT_761.5018234418201,FILUSDT_836.9017295514898,ETHUSDT_838.6919529679426,UNIUSDT_979.7021669416887,OPUSDT_1118.3637285345978,ALICEUSDT_1179.5061906364501,BIGTIMEUSDT_1195.360539303564,GALAUSDT_1211.1420718879976,BTCUSDT_1370.535470604765,LINKUSDT_1381.0263394881777,AUCTIONUSDT_1405.7812771500087,NEARUSDT_2003.5807770868312,ONDOUSDT_2249.6760832387613,HIGHUSDT_2314.5006622583737,1000SHIBUSDT_2603.431802047078,DOGEUSDT_2807.2308236433573,ARUSDT_2848.05624512658,BEAMXUSDT_2888.707711184115,1000BONKUSDT_3165.6258410512733,BCHUSDT_3287.878560539511,FETUSDT_6212.475602543154,AEVOUSDT_6988.448658873774,WIFUSDT_7528.296323855517,OMUSDT_7746.0615250561805,ETHFIUSDT_17732.526892291186
88,2024-03-29,LDOUSDT_-2474.122711995525,FTMUSDT_-2472.3740431280776,BOMEUSDT_-1437.41918804999,ORDIUSDT_-1377.3999061516047,PEOPLEUSDT_-1132.6814486059918,AVAXUSDT_-1042.3015665939706,WLDUSDT_-888.27622256887,ENJUSDT_-785.1652067726518,1000SATSUSDT_-713.7445523349631,MATICUSDT_-690.0680613820022,OPUSDT_-661.8892508272262,XRPUSDT_-569.2586409215489,ENSUSDT_-500.15857935832423,JASMYUSDT_-349.6663900819282,ARBUSDT_-331.4749534829668,NEARUSDT_-301.10890473599005,ALICEUSDT_-171.04672543101955,ADAUSDT_-149.08695666146428,DOTUSDT_-134.36244516401592,BBUSDT_0.0,NOTUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,WUSDT_0.0,FILUSDT_12.36417913561484,BIGTIMEUSDT_27.48178811572722,SOLUSDT_63.38122381639215,LINKUSDT_113.67231671476829,GALAUSDT_170.3360502253356,1000PEPEUSDT_180.44370318960205,FRONTUSDT_222.70961458664533,TIAUSDT_297.6553501460763,BNBUSDT_321.2136163787643,BEAMXUSDT_325.92051104280756,ETHUSDT_354.3344089987443,UNIUSDT_526.8587026475276,ETCUSDT_542.4762256262248,STGUSDT_545.549455076438,RNDRUSDT_585.5696567653597,1000FLOKIUSDT_985.8245828772838,BTCUSDT_1006.9740350656401,HIGHUSDT_1493.1214575678102,ONDOUSDT_1654.4313828313304,ARUSDT_1853.6164333847566,AUCTIONUSDT_1992.7681884494878,1000SHIBUSDT_2748.960053942798,OMUSDT_3315.3843819368885,1000BONKUSDT_3620.1016738957524,BCHUSDT_5413.189088780401,DOGEUSDT_6403.790579102603,WIFUSDT_6413.359092875461,FETUSDT_6704.725323822577,AEVOUSDT_9492.76553500925,ETHFIUSDT_15905.986859006547
89,2024-03-30,LDOUSDT_-3143.095314823131,FTMUSDT_-2668.7522438192655,NEARUSDT_-1884.937105260615,BEAMXUSDT_-1627.238622573019,OPUSDT_-1465.3466315997705,WLDUSDT_-1403.612508225707,AVAXUSDT_-1342.6130240888472,MATICUSDT_-1321.4510261634086,PEOPLEUSDT_-1291.890929188711,BIGTIMEUSDT_-1172.8830258753128,ENJUSDT_-1044.5201296123128,JASMYUSDT_-983.4545286490043,GALAUSDT_-883.0203122682299,ARBUSDT_-881.785270350279,LINKUSDT_-794.224943213124,BOMEUSDT_-715.6910152547819,ARUSDT_-675.4059896720726,ENSUSDT_-520.3884136695582,ALICEUSDT_-475.68282086947767,RNDRUSDT_-465.19815042092307,1000PEPEUSDT_-456.7190815191326,OMUSDT_-275.91323504695083,ETHUSDT_-236.5708702042334,ORDIUSDT_-236.22011354544242,DOTUSDT_-185.24885214544088,1000SATSUSDT_-181.67219145378917,XRPUSDT_-154.1236808604164,ADAUSDT_-101.41640730658249,BBUSDT_0.0,NOTUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,WUSDT_0.0,ONDOUSDT_39.85928733556273,SOLUSDT_92.62932697659465,BTCUSDT_267.2687708183907,UNIUSDT_609.019466337165,STGUSDT_622.3332535553424,FRONTUSDT_649.3641162994485,1000FLOKIUSDT_848.7817790595045,1000SHIBUSDT_1174.8452210086577,FILUSDT_1419.3665752306424,ETCUSDT_1441.0278225166292,BNBUSDT_1596.584280362227,1000BONKUSDT_1742.8764223264488,TIAUSDT_2110.0555427382233,HIGHUSDT_2618.8588061655246,FETUSDT_3318.457823835642,AUCTIONUSDT_3402.0351836165137,DOGEUSDT_5277.006049018348,AEVOUSDT_5812.739173150569,BCHUSDT_6351.811172128766,ETHFIUSDT_7932.639274467842,WIFUSDT_8407.71700311659
90,2024-03-31,FTMUSDT_-2946.044290025004,ARUSDT_-2797.326884310962,LDOUSDT_-2477.7653959535605,BEAMXUSDT_-2458.207018718705,BIGTIMEUSDT_-2176.4079813729013,WLDUSDT_-1561.3407506818294,NEARUSDT_-1420.7629225842923,OMUSDT_-1264.6937344108323,MATICUSDT_-1097.4606038424088,AVAXUSDT_-914.5854529330048,RNDRUSDT_-906.1768664861494,JASMYUSDT_-863.9458513318411,OPUSDT_-773.5140491202884,ALICEUSDT_-755.3149098276238,ENJUSDT_-655.3785290640742,LINKUSDT_-642.7019463475303,ENSUSDT_-563.3510382939538,PEOPLEUSDT_-548.2930504591525,ARBUSDT_-530.615079282253,1000SHIBUSDT_-422.4210970867554,ETHUSDT_-392.8331967660732,DOTUSDT_-195.8126161456087,ADAUSDT_-100.43269542436154,BTCUSDT_-47.631861949011835,BBUSDT_0.0,NOTUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,WUSDT_0.0,XRPUSDT_36.15111912932749,GALAUSDT_205.65450292036434,FRONTUSDT_312.36431193744903,ONDOUSDT_313.70012344593124,FETUSDT_316.4227454185884,STGUSDT_426.40023829612994,UNIUSDT_456.1075901364108,1000FLOKIUSDT_738.8056011368367,1000SATSUSDT_994.3242753118614,BNBUSDT_1113.2266411594612,HIGHUSDT_1122.5621395563956,1000BONKUSDT_1130.4132184717798,FILUSDT_1191.332481091529,ETCUSDT_1250.4725602258834,1000PEPEUSDT_1274.6688061586565,SOLUSDT_1390.5280292954817,TIAUSDT_1427.5740046242918,AEVOUSDT_1447.732427218351,ETHFIUSDT_1634.0353364151122,DOGEUSDT_1701.7468377984253,ORDIUSDT_1818.8161097360767,BOMEUSDT_2292.1799829793363,AUCTIONUSDT_3133.864448782653,BCHUSDT_4291.232136403737,WIFUSDT_10211.110848897437
91,2024-04-01,ARUSDT_-2253.9344241582066,BIGTIMEUSDT_-2218.5237793020683,BEAMXUSDT_-1704.1705282525088,RNDRUSDT_-1341.955082158898,AEVOUSDT_-1228.4210761774198,WLDUSDT_-1024.0805768578678,OMUSDT_-1014.3083129738415,FTMUSDT_-836.7903697071739,ETHFIUSDT_-676.7682026239299,FETUSDT_-567.4247362609065,AVAXUSDT_-399.8804665483331,1000SHIBUSDT_-388.6270826555072,MATICUSDT_-381.3214718698683,LDOUSDT_-311.5400086334394,OPUSDT_-299.9947011348028,LINKUSDT_-264.4982856457198,ARBUSDT_-216.53515530922868,ADAUSDT_-213.19240193178953,NEARUSDT_-183.96326433359167,FRONTUSDT_-179.14768118814052,ALICEUSDT_-141.5277849719011,ENJUSDT_-24.68275987619418,BBUSDT_0.0,NOTUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,WUSDT_0.0,DOTUSDT_42.51456702397242,PEOPLEUSDT_44.20228305098722,ENSUSDT_59.48426860052059,HIGHUSDT_63.465944201959836,XRPUSDT_146.20433669659528,TIAUSDT_191.14307583641792,BTCUSDT_239.96123376818142,JASMYUSDT_417.18378624210817,STGUSDT_551.038003602128,BNBUSDT_588.0207258658314,ETHUSDT_595.6859903903602,GALAUSDT_771.3899254434489,UNIUSDT_935.8444464923077,1000BONKUSDT_949.6807720312025,FILUSDT_1022.771526510006,1000FLOKIUSDT_1046.9618550964276,ETCUSDT_1154.176660919713,DOGEUSDT_1204.307058989157,SOLUSDT_1688.4798581899765,ONDOUSDT_1909.292236498071,AUCTIONUSDT_1934.3913700049857,BOMEUSDT_2381.2253920533108,1000SATSUSDT_2864.9626825479027,1000PEPEUSDT_3295.3329164894903,ORDIUSDT_3407.1234082253277,BCHUSDT_3480.948979251263,WIFUSDT_8953.869263778693
92,2024-04-02,ETHFIUSDT_-4723.423898746045,ARUSDT_-2909.9623206178835,BIGTIMEUSDT_-2785.4730112023476,RNDRUSDT_-2669.861574960487,AEVOUSDT_-2587.2958696831465,TIAUSDT_-2572.6533074099575,WLDUSDT_-2510.6254381805197,FETUSDT_-2436.040878627029,1000SHIBUSDT_-1956.6040357323789,PEOPLEUSDT_-1934.0311955410905,FRONTUSDT_-1804.4288552459766,ENJUSDT_-1639.2806721840527,ENSUSDT_-1635.196743055184,OMUSDT_-1598.6821349172153,OPUSDT_-1559.9026399502354,1000BONKUSDT_-1551.9961445042368,NEARUSDT_-1532.454992025754,BEAMXUSDT_-1526.5825735145406,ARBUSDT_-1422.174797985897,ADAUSDT_-1341.818782972534,FTMUSDT_-1338.2970718467134,MATICUSDT_-1300.3267910097425,1000FLOKIUSDT_-1245.8075109278636,LINKUSDT_-1229.1803101973167,AVAXUSDT_-1219.9211512032266,GALAUSDT_-1188.1195314240742,DOTUSDT_-1058.7117570126945,BNBUSDT_-940.7318244693276,JASMYUSDT_-852.5978385719568,XRPUSDT_-643.8384954587982,ALICEUSDT_-616.6439523120023,LDOUSDT_-582.1309369871715,UNIUSDT_-561.3099542829068,ORDIUSDT_-244.558987713491,BTCUSDT_-230.66569322004523,DOGEUSDT_-214.37707961622468,ETHUSDT_-179.3118570836163,ETCUSDT_-153.36358214214968,FILUSDT_-151.10269103713898,STGUSDT_-127.18003038298161,ONDOUSDT_-108.9005728296896,1000SATSUSDT_-51.703438482729105,BBUSDT_0.0,NOTUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,WUSDT_0.0,1000PEPEUSDT_74.64930836293931,SOLUSDT_560.7314773625195,AUCTIONUSDT_965.351633116845,HIGHUSDT_1307.5999973005912,WIFUSDT_3314.7308332942835,BCHUSDT_3599.2945347664045,BOMEUSDT_5954.011137676553
93,2024-04-03,ETHFIUSDT_-6270.222004745487,WLDUSDT_-5160.816547770433,TIAUSDT_-5071.715096682935,1000BONKUSDT_-5068.12946381491,1000FLOKIUSDT_-4523.377483542377,BIGTIMEUSDT_-4516.868096558916,FETUSDT_-4407.772799360043,GALAUSDT_-4347.591993336269,ORDIUSDT_-4294.275889918336,OMUSDT_-4222.727779788473,ARUSDT_-4219.553298375477,1000SHIBUSDT_-4144.355897611037,OPUSDT_-4142.635755811786,1000PEPEUSDT_-4102.81301157525,RNDRUSDT_-4093.0006615551424,ENSUSDT_-4021.102632453223,1000SATSUSDT_-3958.592883196489,ENJUSDT_-3884.861044228363,NEARUSDT_-3830.196881882548,AVAXUSDT_-3740.56706056838,DOGEUSDT_-3688.6745982160205,PEOPLEUSDT_-3682.3595738403587,ARBUSDT_-3642.5327671460136,ONDOUSDT_-3552.316578976048,UNIUSDT_-3373.9254544355704,JASMYUSDT_-3173.8857470006105,ALICEUSDT_-3158.229481334886,AUCTIONUSDT_-3145.4535152481913,FILUSDT_-3120.8053916075305,ADAUSDT_-3094.1458442826024,DOTUSDT_-3089.5775433501167,BEAMXUSDT_-3023.1714213288114,FTMUSDT_-3004.1275587777236,ETCUSDT_-2952.653535668922,FRONTUSDT_-2889.716251763076,MATICUSDT_-2882.1461552845553,STGUSDT_-2545.001203495256,LDOUSDT_-2496.832780154836,BNBUSDT_-2411.707495063079,WIFUSDT_-2284.042422541448,ETHUSDT_-2266.091725401746,BTCUSDT_-1909.7788402408485,LINKUSDT_-1899.985484663414,SOLUSDT_-1870.7990265468457,XRPUSDT_-1799.6310546959676,AEVOUSDT_-282.832370183437,BBUSDT_0.0,NOTUSDT_0.0,ENAUSDT_0,OMNIUSDT_0.0,WUSDT_0.0,BCHUSDT_833.4199937865848,HIGHUSDT_4118.420192531284,BOMEUSDT_5193.960435381614
94,2024-04-04,ETHFIUSDT_-5555.09984326419,1000FLOKIUSDT_-4893.656814151839,AUCTIONUSDT_-4853.483554762231,1000BONKUSDT_-4732.796621512457,1000PEPEUSDT_-4731.3424570333955,TIAUSDT_-4528.70511042492,GALAUSDT_-4519.682431463219,WLDUSDT_-4457.957396249942,ORDIUSDT_-4444.235551355355,OPUSDT_-4421.210295362209,DOGEUSDT_-4370.434402655342,UNIUSDT_-4196.932870968268,FETUSDT_-4106.376138812003,AVAXUSDT_-3756.891990189771,FTMUSDT_-3726.1545890216953,WIFUSDT_-3684.054575865314,1000SATSUSDT_-3671.1468657901178,ONDOUSDT_-3575.8788445862792,BIGTIMEUSDT_-3554.1303703324666,FILUSDT_-3432.2971487471636,ARUSDT_-3297.1984660693815,1000SHIBUSDT_-3245.6683487863165,ENJUSDT_-3134.8219712513255,JASMYUSDT_-3047.151726308231,ENSUSDT_-3040.6852300494184,RNDRUSDT_-3009.722380118864,LDOUSDT_-2961.757160987301,ARBUSDT_-2943.3171638047006,ADAUSDT_-2898.676585310895,DOTUSDT_-2867.5082205841463,PEOPLEUSDT_-2858.8301114641395,ALICEUSDT_-2765.6083746627123,ETCUSDT_-2693.756718570695,FRONTUSDT_-2577.0563137200616,MATICUSDT_-2533.3519245434395,BEAMXUSDT_-2404.4208152236356,XRPUSDT_-2045.4124574170248,ETHUSDT_-1986.7527080489988,BNBUSDT_-1859.623304015623,BTCUSDT_-1720.3664919486887,OMUSDT_-1565.3553121013829,STGUSDT_-1558.1670020429294,LINKUSDT_-1539.3358912090093,NEARUSDT_-1479.4518256149095,BCHUSDT_-1459.1175532611471,SOLUSDT_-1204.575213629157,BBUSDT_0.0,NOTUSDT_0.0,ENAUSDT_0,OMNIUSDT_0.0,WUSDT_0,AEVOUSDT_446.27857108190597,HIGHUSDT_2420.1175502455408,BOMEUSDT_3333.9340438773665
95,2024-04-05,ETHFIUSDT_-3722.329899227896,WIFUSDT_-3696.871022366011,1000FLOKIUSDT_-3688.9396715243774,1000PEPEUSDT_-3631.917153995505,FRONTUSDT_-3016.043428935715,DOGEUSDT_-2903.1597185998407,OPUSDT_-2876.9811572425187,UNIUSDT_-2854.8245070273774,AUCTIONUSDT_-2708.1144634421094,WLDUSDT_-2695.3705852651615,GALAUSDT_-2636.3934918213827,FTMUSDT_-2607.5138280418023,1000BONKUSDT_-2491.931536470725,TIAUSDT_-2406.250318495489,ONDOUSDT_-2380.598353252132,AVAXUSDT_-2292.515026209543,FILUSDT_-2184.90918503058,ARUSDT_-2128.4058184476644,DOTUSDT_-1956.4825318082774,LDOUSDT_-1853.610088597039,BIGTIMEUSDT_-1760.0218990838616,ADAUSDT_-1750.3320001622226,FETUSDT_-1735.8157714002964,JASMYUSDT_-1722.3410157170704,ENJUSDT_-1694.4030967919732,ARBUSDT_-1629.446085666704,MATICUSDT_-1474.2357845139836,BEAMXUSDT_-1472.7503423749056,1000SATSUSDT_-1452.8840179312704,PEOPLEUSDT_-1404.6886105854066,ORDIUSDT_-1359.6826200774296,RNDRUSDT_-1320.2062592850416,ENSUSDT_-1221.5600755028615,1000SHIBUSDT_-1165.6931547139798,ALICEUSDT_-1074.8916972710056,XRPUSDT_-1052.6025123103107,ETHUSDT_-978.2395412137984,LINKUSDT_-976.1775726793419,SOLUSDT_-884.9846072800893,BOMEUSDT_-685.9723975311092,BTCUSDT_-413.1610775261242,AEVOUSDT_-167.62927529641559,BBUSDT_0.0,NOTUSDT_0.0,ENAUSDT_0,OMNIUSDT_0.0,WUSDT_0,ETCUSDT_217.21669455521823,NEARUSDT_349.9770408341658,BNBUSDT_456.7225698592668,OMUSDT_535.037503018098,BCHUSDT_753.9320421243779,STGUSDT_1112.4553713940695,HIGHUSDT_3533.7641594818624
96,2024-04-06,WIFUSDT_-5841.672550443095,BOMEUSDT_-4989.6446577791085,1000FLOKIUSDT_-3860.5019447304685,1000PEPEUSDT_-3408.668110942674,OPUSDT_-3240.680562290114,FTMUSDT_-3070.9648067918347,ARUSDT_-2876.641919350631,1000BONKUSDT_-2557.5569551718145,BEAMXUSDT_-2352.022162579394,DOGEUSDT_-2317.4360152410336,ONDOUSDT_-2307.338088925975,SOLUSDT_-2216.5510503404807,AVAXUSDT_-2103.750901557784,ETHFIUSDT_-2029.3332960691216,UNIUSDT_-2017.8663954034657,FRONTUSDT_-1930.3216774732152,AUCTIONUSDT_-1920.6065086270764,TIAUSDT_-1862.0290776674633,LDOUSDT_-1807.3586186141695,BIGTIMEUSDT_-1753.2559306484907,GALAUSDT_-1744.5375045288718,FILUSDT_-1742.6528781600737,ARBUSDT_-1625.0760494117008,DOTUSDT_-1615.7575360921287,FETUSDT_-1600.590620897608,RNDRUSDT_-1591.9621375389015,WLDUSDT_-1574.5421994312662,ENJUSDT_-1505.3713664188526,JASMYUSDT_-1418.7496989406716,LINKUSDT_-1358.3817673960311,ADAUSDT_-1209.1346080739156,MATICUSDT_-1205.4951690375249,PEOPLEUSDT_-1083.6388411681721,1000SATSUSDT_-1055.6902943423916,ENSUSDT_-1006.7691210170062,ALICEUSDT_-932.3391034205872,AEVOUSDT_-847.4003736440083,ETHUSDT_-667.2369888393636,1000SHIBUSDT_-580.6987808549777,XRPUSDT_-467.0550478364429,BBUSDT_0.0,NOTUSDT_0.0,ENAUSDT_0,OMNIUSDT_0.0,WUSDT_0,ORDIUSDT_45.27895495572018,BTCUSDT_228.92992181535584,BNBUSDT_605.2227638932378,STGUSDT_700.9162569914151,OMUSDT_1494.1842331170521,ETCUSDT_1913.4301943415933,NEARUSDT_2025.6524814140716,BCHUSDT_2503.7568959826185,HIGHUSDT_4862.164536864528
